,,,,,
codeset,Type,application,Name,FIELDMOBI_DEFAULT,
,,,,,
field,Type,Level,Parent Path,Code,Description
585,ACTIVITY,Level_001,ACTIVITY,MAINTENANCEUPD,Maintenance
586,ACTIVITY,Level_001,ACTIVITY,OTHER_ACTIVITY,Other
587,ACTIVITY,Level_001,ACTIVITY,QC,Quality Control
588,ACTIVITY,Level_001,ACTIVITY,ADMINISTRATIVE,Administrative
589,ACTIVITY,Level_001,ACTIVITY,TRAININGUPD,Training
590,ACTIVITY,Level_001,ACTIVITY,SAFETYUPD,Safety
591,ACTIVITY,Level_001,ACTIVITY,LOGISTICSUPD,Logistics
592,ACTIVITY,Level_001,ACTIVITY,CUSTOMER_SUPPORT,Customer Support
593,ACTIVITY,Level_001,ACTIVITY,DOCUMENTATION,Documentation
594,ACTIVITY,Level_001,ACTIVITY,RND,Research & Development
595,ACTIVITY,Level_001,ACTIVITY,TESTING,Testing
596,ACTIVITY,Level_001,ACTIVITY,INSTALLATIONS,Installation
597,ACTIVITY,Level_001,ACTIVITY,CLEANINGUPD,Cleaning
598,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,ASSEMBLYUPD,Assembly
599,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,MANUFACTURING,Manufacturing
600,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,PACKAGINGUPD,Packaging
601,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,MACHINE_OPERATION,Machine Operation
602,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,QUALITY CHECK,Quality Check
603,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,PRODUCT_TESTING,Product Testing
604,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,SORTING,Sorting
605,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,WEIGHING,Weighing
606,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,BATCH_PREPARATION,Batch Preparation
607,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,PRODUCTION_PLANNING,Production Planning
608,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,WASTE_MANAGEMENT,Waste Management
609,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,LABELING,Labeling
610,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,PRODUCT_INSPECTION,Product Inspection
611,ACTIVITY,Level_002,ACTIVITY#PRODUCTION,FINISHING,Finishing
612,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,PREVENTIVE,Preventive Maintenance
613,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,CORRECTIVE_MAINTENANCE,Corrective Maintenance
614,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,EQUIPMENT_INSPECTION,Equipment Inspection
615,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,TROUBLESHOOTING,Troubleshooting
616,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,ROUTINE_CHECKUP,Routine Checkup
617,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,CLEANINGUPDT,Cleaning and Lubrication
618,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,CALIBRATION,Calibration
619,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,PARTS_REPLACEMENT,Parts Replacement
620,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,EMERGENCY_REPAIR,Emergency Repair
621,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,DIAGNOSTICS,Diagnostics
622,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,CONDITION_MONITORING,Condition Monitoring
623,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,SYSTEM_UPGRADES,System Upgrades
624,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,FACILITY_MAINTENANCE,Facility Maintenance
625,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,ELECTRICAL_MAINTENANCE,Electrical Maintenance
626,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,HVAC_MAINTENANCE,HVAC Maintenance
627,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,MECHANICAL_MAINTENANCE,Mechanical Maintenance
628,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,SAFETY_CHECK,Safety Check
629,ACTIVITY,Level_002,ACTIVITY#MAINTENANCEUPD,RECORD_KEEPING,Record Keeping
630,ACTIVITY,Level_002,ACTIVITY#INSPECTION,SAFETY_INSPECTION,Safety Inspection
631,ACTIVITY,Level_002,ACTIVITY#INSPECTION,QUALITY_INSPECTION,Quality Inspection
632,ACTIVITY,Level_002,ACTIVITY#INSPECTION,EQUIPMENT_INSPECTIONS,Equipment Inspection
633,ACTIVITY,Level_002,ACTIVITY#INSPECTION,FACILITY_INSPECTION,Facility Inspection
634,ACTIVITY,Level_002,ACTIVITY#INSPECTION,INCOMING_MATERIAL_INSPECTION,Incoming Material Inspection
635,ACTIVITY,Level_002,ACTIVITY#INSPECTION,OUTGOING_PRODUCT_INSPECTION,Outgoing Product Inspection
636,ACTIVITY,Level_002,ACTIVITY#INSPECTION,COMPLIANCE_AUDIT,Compliance Audit
637,ACTIVITY,Level_002,ACTIVITY#INSPECTION,ENVIRONMENTAL_INSPECTION,Environmental Inspection
638,ACTIVITY,Level_002,ACTIVITY#INSPECTION,PROCESS_INSPECTION,Process Inspection
639,ACTIVITY,Level_002,ACTIVITY#INSPECTION,VISUAL_INSPECTION,Visual Inspection
640,ACTIVITY,Level_002,ACTIVITY#INSPECTION,DIMENSIONAL_INSPECTION,Dimensional Inspection
641,ACTIVITY,Level_002,ACTIVITY#INSPECTION,FUNCTIONAL_TESTING,Functional Testing
642,ACTIVITY,Level_002,ACTIVITY#INSPECTION,DOCUMENTATION_REVIEW,Documentation Review
643,ACTIVITY,Level_002,ACTIVITY#INSPECTION,CERTIFICATION_INSPECTION,Certification Inspection
644,ACTIVITY,Level_002,ACTIVITY#INSPECTION,ROUTINE_SITE_WALKTHROUGH,Routine Site Walkthrough
645,ACTIVITY,Level_002,ACTIVITY#INSPECTION,DAMAGE_ASSESSMENT,Damage Assessment
646,ACTIVITY,Level_002,ACTIVITY#INSPECTION,REGULATORY_COMPLIANCE_CHECK,Regulatory Compliance Check
647,ACTIVITY,Level_002,ACTIVITY#INSPECTION,RISK_ASSESSMENT,Risk Assessment
648,ACTIVITY,Level_002,ACTIVITY#QC,SAMPLING,Sampling
649,ACTIVITY,Level_002,ACTIVITY#QC,INPROCESS_QUALITY_CHECK,In-Process Quality Check
650,ACTIVITY,Level_002,ACTIVITY#QC,FINAL_PRODUCT_INSPECTION,Final Product Inspection
651,ACTIVITY,Level_002,ACTIVITY#QC,INCOMING_MATERIAL_QUALITY_CHECK,Incoming Material Quality Check
652,ACTIVITY,Level_002,ACTIVITY#QC,BATCH_TESTING,Batch Testing
653,ACTIVITY,Level_002,ACTIVITY#QC,STATISTICAL_QUALITY_CONTROL,Statistical Quality Control
654,ACTIVITY,Level_002,ACTIVITY#QC,DEFECT_ANALYSIS,Defect Analysis
655,ACTIVITY,Level_002,ACTIVITY#QC,TOLERANCE_VERIFICATION,Tolerance Verification
656,ACTIVITY,Level_002,ACTIVITY#QC,PERFORMANCE_TESTING,Performance Testing
657,ACTIVITY,Level_002,ACTIVITY#QC,FUNCTIONAL_TEST,Functional Testing
658,ACTIVITY,Level_002,ACTIVITY#QC,VISUAL_INSPECTIONS,Visual Inspection
659,ACTIVITY,Level_002,ACTIVITY#QC,DOC_REVIEWS,Documentation Review
660,ACTIVITY,Level_002,ACTIVITY#QC,QUALITY_AUDITS,Quality Audits
661,ACTIVITY,Level_002,ACTIVITY#QC,COMPLIANCE_TESTING,Compliance Testing
662,ACTIVITY,Level_002,ACTIVITY#QC,NONCONFORMANCE_REPORTING,Non-Conformance Reporting
663,ACTIVITY,Level_002,ACTIVITY#QC,CAPA,Corrective and Preventive Actions (CAPA)
664,ACTIVITY,Level_002,ACTIVITY#QC,PRODUCT_RELEASE_APPROVAL,Product Release Approval
665,ACTIVITY,Level_002,ACTIVITY#QC,REWORK_ASSESSMENT,Rework Assessment
666,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,DATA_ENTRY,Data Entry
667,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,DOCUMENT_MANAGEMENT,Document Management
668,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,SCHEDULING,Scheduling
669,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,MEETING_COORDINATION,Meeting Coordination
670,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,REPORTING,Reporting
671,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,FILING_AND_RECORD_KEEPING,Filing and Record Keeping
672,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,PAYROLL_PROCESSING,Payroll Processing
673,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,BUDGET_TRACKING,Budget Tracking
674,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,PROCUREMENT,Procurement
675,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,INVENTORY_MANAGEMENT,Inventory Management
676,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,OFFICE_SUPPLIES_MANAGEMENT,Office Supplies Management
677,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,EMAIL_CORRESPONDENCE,Email Correspondence
678,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,TRAVEL_ARRANGEMENTS,Travel Arrangements
679,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,INTERNAL_COMMUNICATION,Internal Communication
680,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,POLICY_COMPLIANCE,Policy Compliance
681,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,INVOICE_PROCESSING,Invoice Processing
682,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,VISITOR_MANAGEMENT,Visitor Management
683,ACTIVITY,Level_002,ACTIVITY#ADMINISTRATIVE,STAFF_ONBOARDING,Staff Onboarding
684,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,ONBOARDING_TRAINING,Onboarding Training
685,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,SKILLS_DEVELOPMENT,Skills Development
686,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,SAFETY_TRAINING,Safety Training
687,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,COMPLIANCE_TRAINING,Compliance Training
688,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,TECHNICAL_TRAINING,Technical Training
689,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,PRODUCT_KNOWLEDGE_TRAINING,Product Knowledge Training
690,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,LEADERSHIP_DEVELOPMENT,Leadership Development
691,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,SOFT_SKILLS_TRAINING,Soft Skills Training
692,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,SYSTEM_TRAINING,System/Software Training
693,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,QUALITY_STANDARDS_TRAINING,Quality Standards Training
694,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,REFRESHER_TRAINING,Refresher Training
695,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,HANDS-ON_TRAINING,Hands-On Training
696,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,CERTIFICATION_PREPARATION,Certification Preparation
697,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,EQUIPMENT_OPERATION_TRAINING,Equipment Operation Training
698,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,CUSTOMER_SERVICE_TRAINING,Customer Service Training
699,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,CROSSFUNCTIONAL_TRAINING,Cross-Functional Training
700,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,ROLESPECIFIC_TRAINING,Role-Specific Training
701,ACTIVITY,Level_002,ACTIVITY#TRAININGUPD,PERFORMANCE_REVIEW_TRAINING,Performance Review Training
702,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,HAZARD_IDENTIFICATION,Hazard Identification
703,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,SAFETY_AUDITS,Safety Audits
704,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,RISK_ASSESSMENTS,Risk Assessment
705,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,EMERGENCY_DRILLS,Emergency Drills
706,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,PPE,Personal Protective Equipment (PPE) Check
707,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,SAFETY_TRAININGS,Safety Training
708,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,FIRE_SAFETY_INSPECTION,Fire Safety Inspection
709,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,EQUIPMENT_SAFETY_CHECK,Equipment Safety Check
710,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,INCIDENT_REPORTING,Incident Reporting
711,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,FIRST_AID_INSPECTION,First Aid Inspection
712,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,LOCKOUTTAGOUT_PROCEDURE,Lockout/Tagout Procedure
713,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,SAFETY_COMPLIANCE_REVIEW,Safety Compliance Review
714,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,WORKPLACE_ERGONOMICS_ASSESSMENT,Workplace Ergonomics Assessment
715,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,CHEMICAL_SAFETY_MANAGEMENT,Chemical Safety Management
716,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,SPILL_RESPONSE,Spill Response
717,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,ENVIRONMENTAL_SAFETY_MONITORING,Environmental Safety Monitoring
718,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,SAFETY_DOCUMENTATION_REVIEW,Safety Documentation Review
719,ACTIVITY,Level_002,ACTIVITY#SAFETYUPD,SAFETY_SIGNAGE_INSPECTION,Safety Signage Inspection
720,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,SHIPMENT_SCHEDULING,Shipment Scheduling
721,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,INVENTORY_CHECK,Inventory Check
722,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,ORDER_FULFILLMENT,Order Fulfillment
723,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,ROUTE_PLANNING,Route Planning
724,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,LOAD_AND_UNLOAD,Load and Unload
725,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,PACKAGE_LABELING,Package Labeling
726,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,DISPATCH_COORDINATION,Dispatch Coordination
727,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,DELIVERY_TRACKING,Delivery Tracking
728,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,VEHICLE_MAINTENANCE_CHECK,Vehicle Maintenance Check
729,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,WAREHOUSE_STOCK_REPLENISHMENT,Warehouse Stock Replenishment
730,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,GOODS_RECEIVING,Goods Receiving
731,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,QUALITY_CHECK_ON_ARRIVAL,Quality Check on Arrival
732,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,FREIGHT_DOCUMENTATION,Freight Documentation
733,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,CUSTOMS_CLEARANCE,Customs Clearance
734,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,DAMAGE_ASSESSMENTS,Damage Assessment
735,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,RETURNS_PROCESSING,Returns Processing
736,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,LASTMILE_DELIVERY,Last-Mile Delivery
737,ACTIVITY,Level_002,ACTIVITY#LOGISTICSUPD,INVENTORY_TRANSFER,Inventory Transfer
738,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,INQUIRY_HANDLING,Inquiry Handling
739,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,ISSUE_RESOLUTION,Issue Resolution
740,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,PRODUCT_TROUBLESHOOTING,Product Troubleshooting
741,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,CUSTOMER_ONBOARDING,Customer Onboarding
742,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,FOLLOWUP_CALL,Follow-Up Call
743,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,SERVICE_REQUEST_LOGGING,Service Request Logging
744,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,COMPLAINT_MANAGEMENT,Complaint Management
745,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,TECHNICAL_SUPPORT,Technical Support
746,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,BILLING_AND_ACCOUNT_ASSISTANCE,Billing and Account Assistance
747,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,ORDER_STATUS_UPDATE,Order Status Update
748,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,FEEDBACK_COLLECTION,Feedback Collection
749,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,RETURNS_AND_EXCHANGES,Returns and Exchanges
750,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,WARRANTY_SUPPORT,Warranty Support
751,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,LOYALTY_PROGRAM_ASSISTANCE,Loyalty Program Assistance
752,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,REFUND_PROCESSING,Refund Processing
753,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,ACCOUNT_SETUP,Account Setup
754,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,ESCALATION_MANAGEMENT,Escalation Management
755,ACTIVITY,Level_002,ACTIVITY#CUSTOMER_SUPPORT,CUSTOMER_EDUCATION,Customer Education
756,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,DOCUMENT_CREATION,Document Creation
757,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,DOCUMENT_REVIEW,Document Review
758,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,DOCUMENT_APPROVAL,Document Approval
759,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,FILE_ORGANIZATION,File Organization
760,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,DOCUMENT_ARCHIVING,Document Archiving
761,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,REPORT_GENERATION,Report Generation
762,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,DATA_ETY,Data Entry
763,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,CONTENT_WRITING,Content Writing
764,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,SOP,SOP (Standard Operating Procedures) Creation
765,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,POLICY_DOCUMENTATION,Policy Documentation
766,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,USER_MANUAL_CREATION,User Manual Creation
767,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,TECHNICAL_DOCUMENTATION,Technical Documentation
768,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,COMPLIANCE_REPORTING,Compliance Reporting
769,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,MEETING_MINUTES,Meeting Minutes
770,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,VERSION_CONTROL,Version Control
771,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,DOCUMENT_EDITING,Document Editing
772,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,RECORD_KEEPINGS,Record Keeping
773,ACTIVITY,Level_002,ACTIVITY#DOCUMENTATION,DOCUMENT_DISTRIBUTION,Document Distribution
774,ACTIVITY,Level_002,ACTIVITY#RND,PRODUCT_RESEARCH,Product Research
775,ACTIVITY,Level_002,ACTIVITY#RND,PROTOTYPE_DEVELOPMENT,Prototype Development
776,ACTIVITY,Level_002,ACTIVITY#RND,CONCEPT_TESTING,Concept Testing
777,ACTIVITY,Level_002,ACTIVITY#RND,MARKET_RESEARCH,Market Research
778,ACTIVITY,Level_002,ACTIVITY#RND,FEASIBILITY_STUDIES,Feasibility Studies
779,ACTIVITY,Level_002,ACTIVITY#RND,EXPERIMENTAL_DESIGN,Experimental Design
780,ACTIVITY,Level_002,ACTIVITY#RND,INNOVATION_DEVELOPMENT,Innovation Development
781,ACTIVITY,Level_002,ACTIVITY#RND,PRODUCT_IMPROVEMENT,Product Improvement
782,ACTIVITY,Level_002,ACTIVITY#RND,TESTING_AND_VALIDATION,Testing and Validation
783,ACTIVITY,Level_002,ACTIVITY#RND,DATA_COLLECTION,Data Collection
784,ACTIVITY,Level_002,ACTIVITY#RND,ANALYTICAL_RESEARCH,Analytical Research
785,ACTIVITY,Level_002,ACTIVITY#RND,TECHNICAL_RESEARCH,Technical Research
786,ACTIVITY,Level_002,ACTIVITY#RND,RESEARCH_DOCUMENTATION,Research Documentation
787,ACTIVITY,Level_002,ACTIVITY#RND,PATENT_FILING,Patent Filing
788,ACTIVITY,Level_002,ACTIVITY#RND,LABORATORY_EXPERIMENTS,Laboratory Experiments
789,ACTIVITY,Level_002,ACTIVITY#RND,SURVEY_DESIGN_AND_ANALYSIS,Survey Design and Analysis
790,ACTIVITY,Level_002,ACTIVITY#RND,REGULATORY_COMPLIANCE_RESEARCH,Regulatory Compliance Research
791,ACTIVITY,Level_002,ACTIVITY#TESTING,FUNCTIONAL_TESTS,Functional Testing
792,ACTIVITY,Level_002,ACTIVITY#TESTING,UNIT_TESTING,Unit Testing
793,ACTIVITY,Level_002,ACTIVITY#TESTING,INTEGRATION_TESTING,Integration Testing
794,ACTIVITY,Level_002,ACTIVITY#TESTING,REGRESSION_TESTING,Regression Testing
795,ACTIVITY,Level_002,ACTIVITY#TESTING,PERFORMANCE_TEST,Performance Testing
796,ACTIVITY,Level_002,ACTIVITY#TESTING,STRESS_TESTING,Stress Testing
797,ACTIVITY,Level_002,ACTIVITY#TESTING,UAT,User Acceptance Testing (UAT)
798,ACTIVITY,Level_002,ACTIVITY#TESTING,LOAD_TESTING,Load Testing
799,ACTIVITY,Level_002,ACTIVITY#TESTING,SECURITY_TESTING,Security Testing
800,ACTIVITY,Level_002,ACTIVITY#TESTING,COMPATIBILITY_TESTING,Compatibility Testing
801,ACTIVITY,Level_002,ACTIVITY#TESTING,SMOKE_TESTING,Smoke Testing
802,ACTIVITY,Level_002,ACTIVITY#TESTING,USABILITY_TESTING,Usability Testing
803,ACTIVITY,Level_002,ACTIVITY#TESTING,ALPHA_TESTING,Alpha Testing
804,ACTIVITY,Level_002,ACTIVITY#TESTING,BETA_TESTING,Beta Testing
805,ACTIVITY,Level_002,ACTIVITY#TESTING,AUTOMATED_TESTING,Automated Testing
806,ACTIVITY,Level_002,ACTIVITY#TESTING,MANUAL_TESTING,Manual Testing
807,ACTIVITY,Level_002,ACTIVITY#TESTING,END-TO-END_TESTING,End-to-End Testing
808,ACTIVITY,Level_002,ACTIVITY#TESTING,SYSTEM_TESTING,System Testing
809,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,SITE_PREPARATION,Site Preparation
810,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,EQUIPMENT_SETUP,Equipment Setup
811,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,SYSTEM_INSTALLATION,System Installation
812,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,SOFTWARE_INSTALLATION,Software Installation
813,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,HARDWARE_INSTALLATION,Hardware Installation
814,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,NETWORK_SETUP,Network Setup
815,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,WIRING_AND_CABLING,Wiring and Cabling
816,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,CONFIGURATION,Configuration
817,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,INTEGRATION_WITH_EXISTING_SYSTEMS,Integration with Existing Systems
818,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,ON-SITE_ASSEMBLY,On-Site Assembly
819,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,COMPONENT_INSTALLATION,Component Installation
820,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,USER_INTERFACE_SETUP,User Interface Setup
821,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,MACHINE_SETUP,Machine Setup
822,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,ELECTRICAL_SETUP,Electrical Setup
823,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,HVAC_INSTALLATION,HVAC Installation
824,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,SECURITY_SYSTEM_INSTALLATION,Security System Installation
825,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,SYSTEM_CHECK,Test Run / System Check
826,ACTIVITY,Level_002,ACTIVITY#INSTALLATION,FINAL_ADJUSTMENTS,Final Adjustments
827,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,ROUTINE_CLEANING,Routine Cleaning
828,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,DEEP_CLEANING,Deep Cleaning
829,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,FLOOR_CLEANING,Floor Cleaning
830,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,WINDOW_CLEANING,Window Cleaning
831,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,RESTROOM_CLEANING,Restroom Cleaning
832,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,CARPET_CLEANING,Carpet Cleaning
833,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,DISINFECTION,Disinfection
834,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,PRESSURE_WASHING,Pressure Washing
835,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,EQUIPMENT_CLEANING,Equipment Cleaning
836,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,INDUSTRIAL_CLEANING,Industrial Cleaning
837,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,SURFACE_CLEANING,Surface Cleaning
838,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,TRASH_COLLECTION,Trash Collection
839,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,UPHOLSTERY_CLEANING,Upholstery Cleaning
840,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,KITCHEN_CLEANING,Kitchen Cleaning
841,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,AIR_DUCT_CLEANING,Air Duct Cleaning
842,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,PC_CLEANING,Post-Construction Cleaning
843,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,CLEANING_AND_SANITIZING,Cleaning and Sanitizing
844,ACTIVITY,Level_002,ACTIVITY#CLEANINGUPD,HAZARDOUS_WASTE_REMOVAL,Hazardous Waste Removal
